year,title,author,author_gender,POS,POS_ADJF/PRTF,genre,canon_status,narration
1879,Аристократия Гостиного двора,"Морской, Н.",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1879,Не в ту силу,"Недолин, М.А.",m,PRCL PREP ADJF NOUN,PRCL PREP ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1879,Гроза,"Немирович-Данченко, Василий Иванович",m,NOUN,NOUN,исторический,0,3 лицо
1879,Ближе к природе,"Оболенский, Леонид Егорович",m,COMP PREP NOUN,COMP PREP NOUN,социально-психологический,0,
1879,Дешевый город,"Полонский, Яков Петрович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1879,Молодые побеги,"Потехин, Алексей Антипович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1879,Мор,"Салиас, Евгений Андреевич",m,NOUN,NOUN,"исторический, социально-психологический",0,3 лицо
1879,У пристани,"Смирнова, Софья Ивановна",f,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1879,Касимовская невеста,"Соловьев, Всеволод Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1879,Юный император,"Соловьев, Всеволод Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,"исторический роман, XVIII в.",0,3 лицо
1879,Наши нравы,"Станюкович, Константин Михайлович ",m,ADJF NOUN,ADJF/PRTF NOUN,фельетонный,0,3 лицо
1879,Домашний очаг,"Стахеев, Дмитрий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1879,Одна из многих,"Шапир, Ольга Андреевна",f,ADJF PREP ADJF,ADJF/PRTF PREP ADJF/PRTF,социально-психологический,0,3 лицо
1880,Во что бы то ни стало,"Ахшарумов, Николай Дмитриевич",m,PREP CONJ PRCL CONJ PRCL VERB,PREP CONJ PRCL CONJ PRCL VERB,социально-психологический,0,3 лицо
1880,Разрушители,"Баталин, Иван Андреевич",m,NOUN,NOUN,"социально-психологический, исторический",0,3 лицо
1880,Степные тайны,"Засодимский, Павел Владимирович",m,ADJF NOUN,ADJF/PRTF NOUN,"социальный, исторический",0,3 лицо
1880,Между вечностью и минутой,"Иогель/Йогель, Михаил Константинович",m,PREP NOUN CONJ NOUN,PREP NOUN CONJ NOUN,социально-психологический,0,3 лицо
1880,Около золотого тельца,"Ковнер, Аркадий Григорьевич",m,PREP NOUN NOUN,PREP NOUN NOUN,социально-психологический,0,3 лицо
1880,Большой ремиз,"Леванда, Лев Осипович",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1880,Исповедь дельца,"Леванда, Лев Осипович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,
1880,Разоренье,"Львова, Анфиса Петровна",f,NOUN,NOUN,"социально-психологический роман, светский роман",0,3 лицо
1880,Поддельщики,"Макаров, Николай Петрович",m,NOUN,NOUN, ,0,3 лицо
1880,Перелом,"Маркевич, Болеслав Михайлович",m,NOUN,NOUN,романы о нигилистах,0,3 лицо
1880,Царь и гетман,"Мордовцев, Даниил Лукич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1880,Купленное счастье,"Морской, Н.",m,PRTF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1880,Содом,"Морской, Н.",m,NOUN,NOUN,соц.-психологический,0,3 лицо
1880,Балакирев,"Петров, Пётр Николаевич",m,NOUN,NOUN,исторический,0,3 лицо
1880,Масоны,"Писемский, Алексей Феофилактович",m,NOUN,NOUN,исторический,0,3 лицо
1880,Крутые горки,"Полонский, Яков Петрович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1880,Господа Головлёвы,"Салтыков-Щедрин, Михаил Евграфович",m,NOUN NOUN,NOUN NOUN,"социально-психологический, семейная хроника",1,3 лицо
1880,Понизовая вольница атамана Стеньки Разина,"Соколов, Александр Алексеевич",m,ADJF NOUN NOUN NOUN NOUN,ADJF/PRTF NOUN NOUN NOUN NOUN,исторический,0,3 лицо
1880,Царь-девица,"Соловьев, Всеволод Сергеевич",m,NOUN,NOUN,исторический,0,3 лицо
1880,Два брата,"Станюкович, Константин Михайлович ",m,NUMR NOUN,NUMR NOUN,социально-психологический,0,3 лицо
1880,Семейство Шалонских,"Тур, Евгения",f,NOUN NOUN,NOUN NOUN,семейная хроника,0,1 лицо
1880,Раскольничьи мученицы,"Чмырев, Николай Андреевич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,
1880,Развенчанная невеста. Первая невеста первого царя из дома Романовых,"Чмырев, Николай Андреевич",m,PRTF NOUN ADJF NOUN NOUN NOUN PREP NOUN NOUN,ADJF/PRTF NOUN ADJF/PRTF NOUN NOUN NOUN PREP NOUN NOUN,исторический,0,3 лицо
1880,Антиподы,"Шапир, Ольга Андреевна",f,NOUN,NOUN,социально-психологический,0,3 лицо
1880,"Род князей Зацепиных, или Борьба начал","Шардин, А. (псевд.)",m,NOUN NOUN NOUN CONJ NOUN NOUN,NOUN NOUN NOUN CONJ NOUN NOUN,исторический,0,3 лицо
1880,Чужие грехи,"Шеллер-Михайлов, Александр Константинович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1881,Злой дух,"Авсеенко, Василий Григорьевич",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1881,Анна,"Анненская, Александра Никитична",f,NOUN,NOUN,роман воспитания,0,3 лицо
1881,Лицом к лицу,"Бажин, Николай Федотович",m,NOUN PREP NOUN,NOUN PREP NOUN,социально-психологический,0,
1881,"Подсечное хозяйство, или земство строит железную дорогу","Забелло, М.П.",m,ADJF NOUN CONJ NOUN VERB ADJF NOUN,ADJF/PRTF NOUN CONJ NOUN VERB ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1881,Против течения,"Казанцев, Николай Владимирович",m,PREP NOUN,PREP NOUN,исторический,0,3 лицо
1881,Египетский голубь,"Леонтьев, Константин Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,любовный,0,1 лицо
1881,Великий раскол,"Мордовцев, Даниил Лукич",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,3 лицо
1881,Плевна и Шипка,"Немирович-Данченко, Василий Иванович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1881,Запросы жизни,"Оболенский, Леонид Егорович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1881,Во мраке,"Окрейц, Станислав Станиславович",m,PREP NOUN,PREP NOUN,,0, 
1881,Роман на кавказских водах,"Пушкин, Александр Сергеевич",m,NOUN PREP ADJF NOUN,NOUN PREP ADJF/PRTF NOUN,"любовный, семейная хроника",1,3 лицо
1881,Принцесса Володимирская (Самозванка),"Салиас, Евгений Андреевич",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,"исторический, авантюрный",0,3 лицо
1881,Князь Борис Щеглятев,"Салманов, Петр Алексеевич",m,NOUN NOUN NOUN,NOUN NOUN NOUN,исторический,0,3 лицо
1881,История одного развода,"Северин, Н.",f,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,Семейная хроника,0,3 лицо
1881,Омут,"Станюкович, Константин Михайлович ",m,NOUN,NOUN,социально-психологический,0,3 лицо
1881,Законный брак,"Стахеев, Дмитрий Иванович",m,ADJF NOUN,ADJF/PRTF NOUN,любовный,0,3 лицо
1881,Не к полю ягоды. Две недели в медвежьем углу,"Тверской, П.",m,PRCL PREP NOUN NOUN NUMR NOUN PREP ADJF NOUN,PRCL PREP NOUN NOUN NUMR NOUN PREP ADJF/PRTF NOUN,,0,3 лицо
1881,Золотой телец,"Толстой, Феофил Матвеевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1881,Горе побежденным,"Шабельский, А.",f,NOUN PRTF,NOUN ADJF/PRTF,социально-психологический,0,3 лицо
1881,"Княжна Владимирская (Тараканова), или Зацепинские капиталы","Шардин, А. (псевд.)",m,NOUN ADJF NOUN CONJ ADJF NOUN,NOUN ADJF/PRTF NOUN CONJ ADJF/PRTF NOUN,исторический,0,3 лицо
1881,Карфаген и Рим,"Шаховская, Людмила Дмитриевна",f,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,
1881,"Сивилла, волшебница Кумского грота","Шаховская, Людмила Дмитриевна",f,NOUN NOUN ADJF NOUN,NOUN NOUN ADJF/PRTF NOUN,исторический,0,3 лицо
1881,Император Византии,"Эвальд, Аркадий Васильевич",m,NOUN NOUN,NOUN NOUN,исторический,0,
